english_word,carolinian_headword,dialect,page_number
bird,malúgh,NA,545
bird,maan1,"TAN, LN",545
bird,manuwó,TAN,545
bird,mweimwey,NA,545
bird,mwii,NA,545
bird,mwuluwa,NA,545
bird,ngaanga,NA,546
bird,paire,NA,546
bird,póóbwu,NA,546
bird,–pów,NA,546
bird,séffó,NA,546
bird,súúgh,NA,546
bird,waaw,NA,546
birth,layúlay,NA,546
birth,layúlayúmescherágh,NA,546
birth,layúlayúnngaw,NA,546
birth,layúli,NA,546
birth,makk2,NA,546
birth,makkéli,NA,546
birth,malawaaló,NA,546
birth,nayúnay,TAN,546
birth,nayúnayubwutag,TAN,546
birth,nayúnayúmerherág,TAN,546
birth,nayúni,TAN,546
birth,ráálil ubwutiw,NA,546
birth,ráánin obwutiw,TAN,546
birth,ubwutuwa–,NA,546
birthday,ráálil makk,NA,546
birthmark,hóór1,TAN,547
birthmark,sóór 1,NA,547
bishop,obisbwo,NA,547
bit,egúh,TAN,547
bit,eghus,NA,547
bit,–metch,TAN,547
bite,gúkkú,TAN,547
bite,ghúúghú,NA,547
bite,ghúúw1,NA,547
bite,kkáng,NA,547
bite,kkeng,TAN,547
bite,kkú2,TAN,547
bite,kkúúghú,NA,547
bitter,marah,TAN,547
bitter,maras,NA,547
bitter melon,atmagoso,NA,547
blabbermouth,abwulallal,NA,547
blabbermouth,lall,NA,547
blabbermouth,ssil,TAN,547
black,dótchól,TAN,547
black,roschoppwung,NA,547
black,rhól,TAN,548
black,rhólippwung,TAN,548
black,schól,NA,548
black,schóleppwung,NA,548
black,schótchól,NA,548
blade,bileet,NA,548
blade,maas2,NA,548
blade,schéé,NA,548
blame,mááitip,NA,548
blame,tipiingáli,NA,548
blame,tipiingeni,TAN,548
blame,wááitip,TAN,548
bland,pat,NA,548
blanket,óus,NA,548
bleached,schimwéghót,NA,548
bleed,tcha,NA,548
blind,limahaparh,TAN,548
blind,limasapasch,NA,548
blind,masapasch,NA,548
blind,pasch2,NA,548
blink,aluppwa,TAN,548
blink,aluppwuluppwa,NA,549
blink,arhigimah,TAN,549
blink,aschighimas,NA,549
blink,mórup,NA,549
blink,mórupurup,NA,549
blink,mwórup,NA,549
blister,ppwey,NA,549
blister,ppwey schaal,NA,549
block,atippa,NA,549
block,pasch2,NA,549
block,pilesagh,NA,549
block,pileey,NA,549
block,póghuuw,NA,549
block,taggama,NA,549
block,tip,NA,549
blond,schimwéghót,NA,549
blood,tcha,NA,549
blood,tchaaló,NA,549
blood brothers,abwiibwi,NA,550
blood brothers,abwiibwiifengáll,NA,550
blood brothers,bwiili,NA,550
blood brothers,ppwiifengán,TAN,550
blossom,atillúú,NA,550
blossom,–pé,NA,550
blossom,péé,NA,550
blotch,henihen,TAN,550
blotch,selesel,NA,550
blouse,siliila,NA,550
blow,filifil,NA,550
blow,filighatch,NA,550
blow,filiti2,NA,550
blow,filiwetig,TAN,550
blow,funguri,NA,550
blow,guhuufi,TAN,550
blow,ghusufi,NA,550
blow,ngusuri,NA,551
blow,ófongofong,NA,551
blow,ughuuw,NA,551
blow,uhi,TAN,551
blow,weiyáng,NA,551
blow,yángi–,NA,551
blue,araw,NA,551
blue,arawaraw,NA,551
blue jay,waaw,NA,551
blunt,kkobw,TAN,551
blunt,kkóbw1,NA,551
blunt,ókkóbwu,NA,551
board,állif1,NA,551
board,paap,NA,551
boat,bwoot 2,NA,551
boat,temma,NA,551
bob,rhimw,TAN,551
bob,tchimw,NA,551
body,aibweibw,TAN,552
body,aibwiibw,NA,552
body,aifar¹,NA,552
body,alús²,NA,552
body,apilipilil pesche,NA,552
body,apilipilin perhe,TAN,552
body,apilúgh,NA,552
body,apinúg,TAN,552
body,appwal,NA,552
body,auhap,TAN,552
body,ausap,NA,552
body,aaw¹,NA,552
body,ayúng,NA,552
body,ayútt,NA,552
body,ayúttúl pesche,NA,552
body,ayúttúlap,NA,552
body,ayúttúluugh,NA,552
body,ayúttúsobwáágh,NA,552
body,ayúttúschigh,NA,552
body,ayúttútiit,NA,552
body,áál²,NA,552
body,álischiimw,NA,552
body,ááp,NA,552
body,áse–,NA,552
body,áát¹,NA,552
body,áát²,NA,552
body,bwaar,NA,553
body,bwararhug,TAN,553
body,bwaraschugh,NA,553
body,bweschebweschel fayúl maas,NA,553
body,bworóus,NA,553
body,bwoot1,NA,553
body,bwóselisel,TAN,553
body,bwósééliyél1,NA,553
body,bwuug,TAN,553
body,bwugúyan paay,TAN,553
body,bwuugh,NA,553
body,bwughúwal paay,NA,553
body,bwughúwal pesche,NA,553
body,bwulóóló,NA,553
body,bwúll1,NA,553
body,faitúttúl,NA,553
body,faal aibwiibw,NA,553
body,faat,NA,553
body,faay1,NA,553
body,fayúl maas,NA,553
body,fayúl orong,NA,553
body,fayúl pesche,NA,553
body,fayúl sabweil,NA,553
body,fayúl úwal,NA,553
body,fayún maah,TAN,553
body,fayúnoor,TAN,553
body,fayúschiimw,NA,553
body,fáálimwar,NA,554
body,fáályáp,NA,554
body,fáánemwar,TAN,554
body,fárewa,NA,554
body,fiir,NA,554
body,ffo–,NA,554
body,fóóbwiyóbw,NA,554
body,giil,TAN,554
body,goor,TAN,554
body,gumwurh,TAN,554
body,gurubw1,TAN,554
body,gháyi–,NA,554
body,ghiil1,NA,554
body,ghoor,NA,554
body,ghumwusch,NA,554
body,ghumwuschúl paay,NA,554
body,ghurubw1,NA,554
body,habweil,TAN,554
body,hagún magúr,TAN,554
body,hagúr,TAN,554
body,hee,TAN,554
body,heling,TAN,554
body,hóór1,TAN,554
body,hórof,TAN,554
body,ileila–,NA,554
body,ilias,NA,554
body,ilighi–,NA,554
body,inigi–,TAN,554
body,korasoon,NA,555
body,kkú1,NA,555
body,kkúl paay,NA,555
body,kkúl pische,NA,555
body,léél sabweil,NA,555
body,lifaimókk,NA,555
body,lifaimwóg,TAN,555
body,liiwet,NA,555
body,lugun úú,TAN,555
body,luugholap,NA,555
body,lughul ghumwúsch,NA,555
body,lughul úúw,NA,555
body,lúghúmwoúl pesche,NA,555
body,magúr,TAN,555
body,maah,TAN,555
body,maas1,NA,555
body,masattáf,NA,555
body,mesal túút,NA,555
body,meseppel sabweil,NA,555
body,metetteril faat,NA,555
body,metetteril maas,NA,555
body,metetteril schiimw,NA,555
body,móghur,NA,555
body,móghur sóbwulal,NA,555
body,mwalú,NA,555
body,mwáálil,NA,555
body,mwóóng,NA,555
body,ngaat,NA,556
body,ngáásch1,NA,556
body,ngii,NA,556
body,orong,NA,556
body,oscha–,NA,556
body,oschááp1,NA,556
body,ófong,NA,556
body,óubw,NA,556
body,pah,TAN,556
body,paigér,TAN,556
body,paapa,NA,556
body,parúng2,NA,556
body,paay1,NA,556
body,paay mwáál,NA,556
body,paay schóóbwut,NA,556
body,paayghéré,NA,556
body,perhe,TAN,556
body,pesche,NA,556
body,pilipilil paay,NA,556
body,pongóósch,NA,556
body,púúr,NA,556
body,raara1,NA,556
body,rhaamw,TAN,556
body,rhepin perhe,TAN,556
body,rhepin úú,TAN,556
body,rhólon fayún maah,TAN,556
body,rhúú,TAN,556
body,rhúúmworh,TAN,556
body,rhúún aaw,TAN,557
body,sabweil,NA,557
body,saghúr,NA,557
body,sáling,NA,557
body,see,NA,557
body,sóór1,NA,557
body,sórof1,NA,557
body,súlú-,NA,557
body,schepil pesche,NA,557
body,schepil úúw,NA,557
body,schééghéla–,NA,557
body,schéél aaw,NA,557
body,schéélúwa–,NA,557
body,schiimw,NA,557
body,schólol fayúl maas,NA,557
body,schúú,NA,557
body,schúúl aaw,NA,557
body,schúúl móghur,NA,557
body,schúúl pesche,NA,557
body,schúúl wóórol,NA,557
body,schúúl yáát,NA,557
body,schúúlap,NA,557
body,schúúlapal pesche,NA,557
body,schúúmwosch,NA,557
body,schúúschighil pesche,NA,557
body,taa1,NA,557
body,taa2,NA,558
body,tafa–,NA,558
body,taang,NA,558
body,tingi,NA,558
body,tiitanus,NA,558
body,tour,TAN,558
body,t0usa–,NA,558
body,t0wur,NA,558
body,tuubwuwal schiimw,NA,558
body,tubw0yan mag0r,TAN,558
body,tuugh1,NA,558
body,tuumw,NA,558
body,t00g,TAN,558
body,t0laaw,NA,558
body,t0lungasch,NA,558
body,tcha,NA,558
body,uubw,NA,558
body,ubwal pesche,NA,558
body,0kk,NA,558
body,0li–,NA,558
body,0na–,TAN,558
body,0tt,NA,558
body,00w1,NA,558
body,waa2,NA,558
body,weet,NA,558
body part,lipag,TAN,558
body part,lipagh,NA,559
body surfing,taaló,NA,559
bogey man,kaaka,NA,559
boil1,awatcha,TAN,559
boil1,awetcha,NA,559
boil1,uuló,TAN,559
boil1,watch,TAN,559
boil1,wétch,NA,559
boil2,loo,NA,559
bolt,tunniizu,NA,559
bone,rhúú,TAN,559
bone,schúú,NA,559
bonito,angaraap,NA,559
bonito,arangaap,NA,559
bony,ghul2,NA,559
bony,rhúúrhú,TAN,559
bony,schúúgheráng,NA,559
bony,schúúschú,NA,560
book,tiliig,TAN,560
book,tiliighi,NA,560
border,ngasche–,NA,560
bore,bwura3,NA,560
bore,ngatáli,NA,560
bored,akkaschigh,NA,560
bored,asaamwosch,NA,560
bored,áiláng2,NA,560
bored,áirágh,NA,560
bored,ngusch,NA,560
bored,onuppag,TAN,560
bored,ul1,NA,560
bored,un,TAN,560
boring,angúrhúngúrh,TAN,560
boring,angúschúngúsch,NA,560
born,ubwutiw,NA,561
borrow,aazaw,TAN,561
borrow,ááyá,TAN,561
borrow,layúli,NA,561
borrow,nayúni,TAN,561
borrow,wááli,NA,561
borrow,wááni,TAN,561
borrow,yááyá1,NA,561
boss,hamwooliyóng,TAN,561
boss,óómwo,NA,561
bother,abwuschubwusch,NA,561
bother,ppett1,NA,561
bother,stotba,NA,561
bottle,–lé,NA,561
bottle,léé,NA,561
bottom,ááp,NA,561
bottom,tópol,NA,561
bounce,ppé,NA,561
boundary,máásch,NA,562
boundary,ngasche–,NA,562
boundary,yááli–,NA,562
bow,apilipil,NA,562
bow,apinipin,"TAN, LN",562
bow,bwór,NA,562
bow,tchimwetiw,NA,562
bow and arrow,yuumi,NA,562
bowel movement,alloow,NA,562
bowel movement,fallighet,NA,562
bowel movement,féll,NA,562
bowel movement,rhigar2,TAN,562
bowel movement,schighar2,NA,562
bowel movement,wáási3,NA,562
bowl,hepi,TAN,562
bowl,sápi,NA,562
bowl,taasa,NA,562
bowl,tósoon,NA,562
bowl,ubwong,NA,562
box,apúng,NA,563
box,bwooró1,NA,563
box,bwóór,NA,563
box,kahita,TAN,563
box,kkaita,NA,563
box,kkaun,NA,563
box,kees,NA,563
box,kóhun,TAN,563
boxing,kkento,NA,563
boy,atte mwáál,NA,563
boy,oliye,NA,563
boy,ruwey leetip,NA,563
boy,ugaaw,TAN,563
brace,lóóng1,NA,563
brace,tchep5,NA,563
brag,wosommwóng,NA,563
braid,áfitti,NA,563
braid,ppil2,NA,563
braid,pili,NA,563
brain,fóóbwiyóbw,NA,563
brain,tiitanus,NA,563
brain,tuubwuwal schiimw,NA,564
brain,tubwúyan magúr,TAN,564
branch,ráá-,NA,564
branch,ráárá,NA,564
branch,téél,NA,564
branch,téén,TAN,564
brass,bworoonsi,NA,564
brave,abwura2,NA,564
brave,bwura2,NA,564
brave,melat,NA,564
bravery,apagarho,TAN,564
bravery,melat,NA,564
bread,póón,NA,564
breadfruit,bwáyú-,NA,564
breadfruit,bweiti,NA,564
breadfruit,bwuubwu1,NA,564
breadfruit,bwugil,TAN,564
breadfruit,bwughil,NA,564
breadfruit,daangis,NA,564
breadfruit,faral mááy,NA,564
breadfruit,iyey,NA,565
breadfruit,kkól,NA,565
breadfruit,kkóleey,NA,565
breadfruit,kkón,"TAN, LN",565
breadfruit,kkóney,TAN,565
breadfruit,lifééféél mááy,NA,565
breadfruit,maar,NA,565
breadfruit,máiyas,NA,565
breadfruit,mááy,NA,565
breadfruit,mááy arúng,NA,565
breadfruit,mááy dél,NA,565
breadfruit,mááy ffay,NA,565
breadfruit,mááy rúng,NA,565
breadfruit,tittil mááy,NA,565
breadfruit,tittin mááy,TAN,565
breadfruit,ubwuschól,NA,565
breadfruit,wili,NA,565
breadfruit season,leerágh,NA,565
breadfruit season,leereg,TAN,565
breadfruit season,maramal mááy,NA,565
break,asettila,NA,565
break,ataraabwesch,NA,566
break,bwiliiló,NA,566
break,bwull1,NA,566
break,bwullúúw,NA,566
break,eyi,TAN,566
break,ffeir,NA,566
break,feereey,NA,566
break,gop,TAN,566
break,ghop,NA,566
break,ghupikkitiiy,NA,566
break,isiiy,NA,566
break,maripúúlé,NA,566
break,márip,NA,566
break,máripirip,NA,566
break,mwasching,NA,566
break,mwaschingasching,NA,566
break,mwákk,NA,566
break,mweisefáng,NA,566
break,mweiti,NA,566
break,mmwey,NA,566
break,mwurhing,TAN,566
break,mwurhingurhing,TAN,566
break,nngawaló,NA,566
break,paghúló,NA,567
break,ppisch,NA,567
break,rip,NA,567
break,ripingágh,NA,567
break,ripirip,NA,567
break,ripiságh,NA,567
break,ripiiy,NA,567
break,ssawa,TAN,567
break,ssowa,NA,567
break,tarey,TAN,567
break,taroppw,NA,567
break,ttór,NA,567
break,tóreey2,NA,567
break,wetil,NA,567
break,witil,TAN,567
break,wos,NA,567
breaker,lóó,NA,567
breaker,nóó,"TAN, LN",567
breakers,ataraabwesch,NA,567
breakfast,bwokka,NA,567
breakfast,yiilów,NA,568
breast,ayúng,NA,568
breast,óubw,NA,568
breast,útt,NA,568
breast-feed,atú,NA,568
breast-feed,atút,NA,568
breast-feed,atúúw,NA,568
breath,maleppeigh,NA,568
breath,mwi,NA,568
breath,mwoor2,NA,568
breath,nngas,NA,568
breath,nngasappwo,NA,568
breath,patch,NA,568
breath,ppeigh,NA,568
breathe,nganngas,NA,568
breathe,nngas,NA,568
breathe,ngasangas,NA,568
breathe,nngasappwo,NA,568
breeze,ááng,NA,568
breezy,filifil,NA,568
bribe,áschipaschipa,NA,569
brick,ládriizu,NA,569
bridesmaid,dama,NA,569
bridge,tolláy,NA,569
bright,aharama,TAN,569
bright,asarama,NA,569
bright,asaramaaló,NA,569
bright,bwulubwul,NA,569
bright,ligi–,TAN,569
bright,lighi–,NA,569
bright,lighiyaraw,NA,569
bright,marúfúúfú,NA,569
bright,merúfiifi,TAN,569
bright,parangarang,NA,569
bright,saram,NA,569
brighten,asaramaalong,NA,569
bring,ahafááli,TAN,569
bring,asefááli,NA,569
bring,bweibwogh,NA,569
bring,bwogobwog,TAN,569
bring,bwugi,TAN,570
bring,bwughi,NA,570
bring,bwughiito,NA,570
bring,giri,TAN,570
bring,ghiriiy,NA,570
bring,rosoto,NA,570
bring,waa–,NA,570
bring,wwow,TAN,570
bring up,ffóól,NA,570
brisk,ruuru1,NA,570
bristles,mwétetteril bróós,NA,570
broad,rhéélap,TAN,570
broad,schéélap,NA,570
broaden,alapa1,NA,570
broaden,arhéélapay,TAN,570
broaden,aschéélapay,NA,570
broken,bwull1,NA,570
broken,ffeir,NA,570
broken,gop,TAN,571
broken,ghop,NA,571
broken,maripúúlé,NA,571
broken,masapagh,NA,571
broken,márip,NA,571
broken,máripirip,NA,571
broken,mwaschingasching,NA,571
broken,mweisefáng,NA,571
broken,mwurhingurhing,TAN,571
broken,nngawaló,NA,571
broken,paghúló,NA,571
broken,rip,NA,571
broken,ripingágh,NA,571
broken,ripiságh,NA,571
broken,ttór,NA,571
broken-hearted,ereeramwey,NA,571
broken-hearted,órof,NA,571
bronze,bworoonsi,NA,571
broom,péépé,NA,571
brother,abwiibwiifengáll,NA,571
brother,bwii,NA,572
brother,bwiili,NA,572
brother,bwiimwáál,NA,572
brother,ipigin bwii,TAN,572
brother,ipighil bwii,NA,572
brother,mwengeya–,NA,572
brother,olebwi,NA,572
brother,oliye,NA,572
brother,peghil bwii,NA,572
brown,tchókolóóti,NA,572
bruise,angúhú,TAN,572
bruise,angúsa,NA,572
bruise,bwatabwat,NA,572
bruise,fall,NA,572
bruise,faal 2,NA,572
bruise,ngus2,NA,572
bruise,nguus,NA,572
brush,bwuraasi,NA,572
brush,bwurasiiy,NA,572
brush,kkéréél schiimw,NA,572
brush,lúwetaaló,NA,573
brush,lúyetaaló,TAN,573
brush,mwétetteril bróós,NA,573
bubble,bwurubwur1,NA,573
bubble,watch,TAN,573
bubble,wétch,NA,573
buck teeth,ffasch2,NA,573
buck teeth,lingiffarh,TAN,573
buck teeth,lingiffasch,NA,573
buck teeth,mmár,TAN,573
build,akkayú,NA,573
build,ayúúw,NA,573
building,kkayú1,NA,573
building,laalaso,NA,573
building,laanaso,TAN,573
bully,ilumaaw,NA,573
bully,namaiki,NA,573
bump,parengi,NA,574
bump,ppwos,NA,574
bump,ppwosengi,NA,574
bump,úni,TAN,574
bunch,–umw,NA,574
bunch,umwu–,NA,574
bundle,ateeyi,NA,574
bundle,pélégh,NA,574
bundle,pilúghúw,NA,574
bundle,tughumi,NA,574
bundle,tughutugh,NA,574
bundle,túgúmi,TAN,574
bundle,túgútúg,TAN,574
bundle,–túgh,NA,574
buoy,bwáliisa,NA,574
bur,toutow1,NA,574
burglar,lipúraf,NA,574
burn,agú,TAN,574
burn,aghúúw,NA,574
burn,bwerhikkar,TAN,574
burn,bweschikkar,NA,575
burn,bwoomwusch,NA,575
burn,bwuppwul,NA,575
burn,fiifi,NA,575
burn,fiigi,TAN,575
burn,fiighi,NA,575
burn,fiighiiló,NA,575
burn,gú,TAN,575
burn,ghú1,NA,575
burn,kkimoson,NA,575
burn,mwusch,NA,575
burn,paghúló,NA,575
burn,ppwey,NA,575
burn,ppwul1,NA,575
burn,tarabwulubwul,TAN,575
burp,gérér,TAN,575
burp,ghérér,NA,575
burp,magú,TAN,575
burp,maghú,NA,575
bury,libwálibw,NA,575
bury,libweliiló,NA,575
bury,ráselaaló,NA,575
bush,áfischi Liyoos,NA,576
bushy,ppwóóppwó,NA,576
business,kaisa,NA,576
business,kompaniiya,NA,576
busy,mwasch,NA,576
but,nge1,NA,576
butt,-pagh,NA,576
butt,paghúl,NA,576
butterfly,libweibwogh,NA,576
butterfly,libwogobwog,TAN,576
buttocks,ááp,NA,576
buttocks,fáályáp,NA,576
button,appascha,NA,576
button,bwóttuunis,NA,576
buy,akkamé,NA,576
buy,améémé,NA,576
buy,amééw,NA,576
buy,kkamé,NA,577
buy,mééli,NA,577
buy,mééni,TAN,577
by,ree–1,NA,577
cabbage,nappa,NA,578
cage,gollel,TAN,578
cage,ghollal,NA,578
cage,tangkad,NA,578
cake,keek,NA,578
calendar,Alimaté,NA,578
calendar,Apey,NA,578
calendar,Araar,NA,578
calendar,Aremwoy,NA,578
calendar,Áfenágh,NA,578
calendar,Efán,NA,578
calendar,Eling,NA,578
calendar,Elúwel,NA,578
calendar,Emmasch,NA,578
calendar,Emetan,NA,578
calendar,Esewal,NA,578
calendar,Escháf,NA,578
calendar,Eyú,NA,578
calendar,Ghiney,NA,578
calendar,Ghúúw,NA,578
calendar,Kkineiyan Omwalé,NA,578
calendar,Maan,NA,578
calendar,Mááilap,NA,579
calendar,Mááischigh,NA,579
calendar,Mesafúú,NA,579
calendar,Meseling,NA,579
calendar,Mesetúw,NA,579
calendar,Mesewal,NA,579
calendar,Mesóón,NA,579
calendar,Néétiw,NA,579
calendar,Olobwuwe,NA,579
calendar,Olomwaay,NA,579
calendar,Omwalé,NA,579
calendar,Osáláng,NA,579
calendar,Órosan Efelágh,NA,579
calendar,Óróghúw,NA,579
calendar,Sarobwél,NA,579
calendar,Sééta,NA,579
calendar,Sighaurú,NA,579
calendar,Sóópasch,NA,579
calendar,Sóópasch Lemmwir,NA,579
calendar,Schoománifál,NA,579
calendar,Schoow,NA,579
calendar,Schúúwabwong,NA,579
calendar,Tumwur,NA,579
calendar,Úúr,NA,579
calendar,Wuun,NA,580
calf,ubwal pesche,NA,580
call,abwah,TAN,580
call,abwas,NA,580
call,abwasáágháli,NA,580
call,abwasáághini,LN,580
call,akkabwah,TAN,580
call,akkabwas,NA,580
call,akkabwasághiliiy,NA,580
call,appalúwal,NA,580
call,faingi,NA,580
call,ffay,NA,580
calligraphy,iirh,TAN,580
calligraphy,iisch,NA,580
callus,kkóózus,NA,580
calm,amwaamwaay leetipomw,NA,580
calm,hooni2,TAN,580
calm,mmalú,TAN,580
calm,malúw,NA,580
calm,ppwóss,NA,580
calm,rhóórág,TAN,580
calm,sééló,NA,581
calm,sooni,NA,581
calm,schóórágh,NA,581
camel,kameezo,NA,581
camera,literóóto,NA,581
camouflage-net,tóulómw,NA,581
can,laata,NA,581
can,lóóta,TAN,581
candle,daangis,NA,581
candy,kandi,NA,581
canned goods,látáriiya,NA,581
cannon,kanyoon,NA,581
canoe,aharegi,TAN,581
canoe,aserághi,NA,581
canoe,falawa,NA,581
canoe,falawaa,NA,581
canoe,seeyil waa,NA,581
canoe,waa1,NA,581
canoe,waa fatúl,NA,582
canoe,waa hareg,TAN,582
canoe,waa rhoul,TAN,582
canoe,waa serágh,NA,582
canoe,waa schóuwul,NA,582
canoe,waa taroppw,NA,582
canoe,waal mwoota,NA,582
canoe,waawa1,NA,582
canoe-builder,hallap,TAN,582
canoe-builder,sellap,NA,582
canoe house,utt,NA,582
canoe house,Luughal,NA,582
canoe house,Falatóghuu,NA,582
canoe house,Falawel,NA,582
canoe house,Falamóghut,NA,582
canoe house,Falasow,NA,582
canoe part,aimweimw,NA,582
canoe part,epeep,NA,582
canoe part,alap,NA,582
canoe part,amara,NA,582
canoe part,ammat,NA,582
canoe part,aamw1,NA,582
canoe part,ayú,NA,582
canoe part,álángelap,NA,582
canoe part,alap,NA,582
canoe part,áleh,TAN,582
canoe part,áles,NA,583
canoe part,ááp,NA,583
canoe part,áyil,NA,583
canoe part,bwull2,NA,583
canoe part,epeep,NA,583
canoe part,fatúl,NA,583
canoe part,fááng,NA,583
canoe part,fángilimwár,NA,583
canoe part,fáár,NA,583
canoe part,féélágh,NA,583
canoe part,foo,NA,583
canoe part,foonákk,TAN,583
canoe part,fótófót,NA,583
canoe part,ghiyó,NA,583
canoe part,helingan,TAN,583
canoe part,ilal ffót,NA,583
canoe part,ilighi–,NA,583
canoe part,inigi–,TAN,583
canoe part,leekkeyángil mesal waa,NA,583
canoe part,leeparasal waa,NA,583
canoe part,leepatchúl waa,NA,584
canoe part,leepatchún,"TAN, LN",584
canoe part,leesóbw,NA,584
canoe part,lééfo,NA,584
canoe part,lééfool,NA,584
canoe part,lééfoolap,NA,584
canoe part,lóóbwu,NA,584
canoe part,peraf,NA,584
canoe part,lóngol úúw,NA,584
canoe part,mesal fááng,NA,584
canoe part,mesal waa,NA,584
canoe part,mesap,NA,584
canoe part,meschemesch,NA,584
canoe part,alap,NA,584
canoe part,sálisóbw,NA,584
canoe part,metóngar,NA,584
canoe part,mweel,NA,584
canoe part,mwóngoresch,NA,584
canoe part,leekkeyángil mesal waa,NA,584
canoe part,órol waa,NA,584
canoe part,papal waa,NA,584
canoe part,payúl fatúl,NA,584
canoe part,peraf,NA,584
canoe part,pélógh,NA,584
canoe part,raara2,NA,585
canoe part,rasiim,NA,585
canoe part,salangal,NA,585
canoe part,sálil amara,NA,585
canoe part,sálil mweel,NA,585
canoe part,sálil úrúúr,NA,585
canoe part,sálisóbw,NA,585
canoe part,sooso2,NA,585
canoe part,ssó2,NA,585
canoe part,sóól ffót,NA,585
canoe part,ssólemmwal,NA,585
canoe part,ssólemwir,NA,585
canoe part,suwa,NA,585
canoe part,schúúl ghááp,NA,585
canoe part,schúúschúúmwáál,NA,585
canoe part,schúúschúúschóóbwut,NA,585
canoe part,taam,NA,585
canoe part,tolol ayú,NA,585
canoe part,uwalalap,NA,585
canoe part,uwaliyal,NA,585
canoe part,úráámwáál,NA,586
canoe part,úrááschóóbwut,NA,586
canoe part,úrúúr1,NA,586
canoe part,úúw2,NA,586
canoe part,waisché,NA,586
canoe part,wálemwel,NA,586
canoe part,wááliyáng,NA,586
canoe repair,faisal,NA,586
canoe repair,leelúl ghotchow,NA,586
canoe repair,loghuloghul ráápi,NA,586
canoe repair,orongol ghaliitá,NA,586
canoe repair,orongol ghaliitiw,NA,586
canoe repair,ppilifelepi,NA,586
canoe repair,ppinifenepi,"TAN, LN",586
canoe repair,schúlimangarow,NA,586
canoe repair,schúnimangarow,"TAN, LN",586
canoe repair,ubwal úr,NA,586
canoe repair,uruurel mwar,NA,587
canoe roller,lóóng1,NA,587
canvas,biriin,NA,587
canvas,kkaaba,NA,587
cap,akkaw,NA,587
cap,allur,NA,587
cap,annúr,TAN,587
cap,iimw2,NA,587
cap,par2,TAN,587
cap,parúng1,NA,587
capable,bwágh,NA,587
capable,emmwel1,NA,587
capable,kkáng,NA,587
capable,kkeng,TAN,587
capable,mmwel1,NA,587
capable,rhúmmáng,TAN,587
capable,schúmmáng,NA,587
capable,teefúrh,TAN,587
Capitol Hill,Asúngúl,NA,587
capsize,atighaaló,NA,588
capsize,rhapp,TAN,588
capsize,rhifetá,TAN,588
capsize,schapp,NA,588
capsize,schifátá,NA,588
capsize,tigh,NA,588
captain,palúw,NA,588
captain,ppwo3,NA,588
captain,tóómw,NA,588
carabao,gharibwów,NA,588
carabao,kkaribwów,TAN,588
carapace,parúl,NA,588
card,katta,NA,588
care,afalli,TAN,588
care,akkáfálli,NA,588
care,áfálli,NA,588
care,ffóól,NA,588
care,leghelegh,NA,588
care,lemeli,NA,589
care,lúghútchów,NA,589
care,negeneg,TAN,589
care,neghenegh,LN,589
care,nemeni,LN,589
care,piighát,NA,589
care,piighátiiy,NA,589
care,tengágh,NA,589
careful,áfálli,NA,589
careful,–firh,TAN,589
careful,–fisch,NA,589
careful,–mmwaay,NA,589
careless,bwaasaas,NA,589
caress,tóófi,NA,589
caress,tóótó,NA,589
caretaker,rhóón appwóg,TAN,589
cargo,kkaaraga,TAN,589
cargo,kkaaragha,NA,589
Caroline Islands,Paghúluwosch,NA,590
carpenter,hallap,TAN,590
carpenter,kapinteero,NA,590
carrot,kiyáárots,NA,590
carry,aifar2,NA,590
carry,aifara,NA,590
carry,ailimmwara,NA,590
carry,aimóng,NA,590
carry,alimwaar,TAN,590
carry,alimmwar,NA,590
carry,alimmwara,TAN,590
carry,ambwooli,NA,590
carry,ammwar1,NA,590
carry,ammwar2,NA,590
carry,ammwara,NA,590
carry,atawala,NA,590
carry,atché,NA,590
carry,atchééy,TAN,590
carry,áfiti1,NA,590
carry,bwángiitá,NA,590
carry,bweibwogh,NA,590
carry,bwogobwog,TAN,590
carry,bwugi,TAN,591
carry,bwughi,NA,591
carry,isal,NA,591
carry,rooghi,NA,591
carry,rooro,NA,591
carry,rhopongi,TAN,591
carry,schopungi,NA,591
carry,tchop,NA,591
carry,waa–,NA,591
cart,gareeta,TAN,591
cart,ghareeta,NA,591
carton,bwooró1,NA,591
